LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK,SHORT_PLATFORM
"Branxton Station",233510,-32.66225215,151.3456449,10101189,"02 6543 1018","Railway St, Branxton NSW 2335","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Stairs",Train,6.00-10am,3.00-7pm,True
"Bredbo Coach Stop",26261,-35.955665,149.14802,10150178,,"Service Station,Monaro Hwy, Bredbo NSW 2626",,,Coach,,,False
"Brewarrina Coach Stop",28391,-29.96192,146.861301,10150252,,"Belmore St after Bathurst St, Brewarrina NSW 2839",,,Coach,,,False
"Bridge Street Light Rail",2000177,-33.864128,151.207465,10101601,,"George St, Sydney NSW 2000","Bike racks | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Hearing loop | Platform edge tactiles | Level crossing","Light rail, Taxi",6.30-10am,3.00-7pm,False
"Brisbane (Roma Street) Station",40002,-27.46577,153.018781,10155061,,"Roma St, Brisbane QLD 4000",,,"Train, Regional coach",,,False
"Broadmeadow Station",229210,-32.92301689,151.734686,10101160,"02 4962 9122","Graham Rd, Broadmeadow NSW 2292","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Regional coach, Bus, Taxi",6.00-10am,3.00-7pm,True
"Broadwater Coach Stop",24721,-29.010026,153.435869,10150312,,"Pacific Hwy after Mathers Lane, Broadwater NSW 2472",,,Coach,,,False
"Broken Hill Station",28801,-31.959275,141.466665,10155000,"13 22 32","Crystal St, Broken Hill NSW 2880","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Toilets | Wheelchair accessible toilet | Emergency help point | Information point","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Stairs","Train, Taxi",,,False
"Broken Hill Town Coach Stop",28802,-31.960181,141.460489,10150203,,"Broken Hill Visitor Information Centre, Bromide St, Broken Hill NSW 2880",,,Coach,,,False
"Brunswick Heads Coach Stop",24832,-28.54016,153.550552,10150338,,"Brunswick Heads Information Centre, Park St, Brunswick Heads NSW 2483",,,"Coach, Bus",,,False
"Bulahdelah Coach Stop",24231,-32.409663,152.210861,10150233,,"Booloombayt St after Blanch St, Bulahdelah NSW 2423",,,Coach,,,False
"Bullaburra Station",278410,-33.72360616,150.4146074,10101265,"02 4759 1052","Great Western Hwy, Bullaburra NSW 2784","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point | Payphone | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.00-10am,3.00-7pm,True
"Bulli Station",251610,-34.33448098,150.9147439,10101365,"02 4223 5577","Railway St, Bulli NSW 2516","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Lift","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Bumbaldry Coach Stop",27942,-33.901793,148.466454,10150153,,"Tyagong Creek Rest Area, Mid Western Hwy, Bumbaldry NSW 2794",,,Coach,,,False
"Bundanoon Station",257810,-34.65613474,150.2987371,10101310,"02 4868 1115","Railway Ave, Bundanoon NSW 2578","Commuter car park | Toilets | Emergency help point | No Opal card top up or single trip ticket sales","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Level crossing","Train, Bus, Regional coach",6.00-10am,3.00-7pm,True
"Bundarra Coach Stop",23591,-30.171575,151.075729,10150103,,"Bendemeer St at Oliver St, Bundarra NSW 2359",,,Coach,,,False
"Bungendore Station",26211,-35.255778,149.446409,10155034,"13 22 32","Majara St, Bungendore NSW 2621","Commuter car park | Toilets | Emergency help point | Information point","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements",Train,,,False
"Bungwahl Coach Stop",24234,-32.387086,152.444497,10161882,,"Bungwahl Store, The Lakes Way, Bungwahl NSW 2423",,,Coach,,,False
"Burleigh Heads Coach Stop (northbound)",42201,-28.089973,153.452729,10150242,,"Burleigh Heads Bowling Club, Gold Coast Hwy, Burleigh Heads QLD 4220",,,Coach,,,False
"Burleigh Heads Coach Stop (southbound)",42202,-28.088426,153.451792,10150243,,"Gold Coast Hwy at The Esplanade, Burleigh Heads QLD 4220",,,Coach,,,False
"Buronga Coach Stop",27391,-34.171219,142.185386,10150262,,"Hendy Rd at Murray Way, Buronga NSW 2739",,,Coach,,,False
"Burradoo Station",257620,-34.49401919,150.3983388,10101307,"02 4861 2045","Station St, Burradoo NSW 2576","Commuter car park | Wheelchair accessible car space | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Level crossing",Train,6.00-10am,3.00-7pm,True
"Burrawang Coach Stop",2577144,-34.593273,150.516609,10131090,,"Burrawang General Store, Hoddle St, Burrawang NSW 2577",,,Coach,,,False
"Burrell Creek Coach Stop",24292,-31.9522,152.2957,101500063,,"The Bucketts Way, Burrell Creek NSW 2429",,,Coach,,,False
"Burren Junction Coach Stop",23861,-30.1036,148.966504,10150201,,"Alma St after Wateloo St, Burren Junction NSW 2386",,,Coach,,,False
"Burringbar Coach Stop",24833,-28.430064,153.470608,10158234,,"Tweed Valley Way at Cudgera Creek Rd, Burringbar NSW 2483",,,Coach,,,False
"Burwood Station",213410,-33.87731465,151.1047622,10101207,"02 9752 8734","Railway Pde, Burwood NSW 2134","Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only) | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Byrock Coach Stop",28314,-30.6632,146.4037,10150274,,"Mitchell Hwy opp Byrock Post Office, Byrock NSW 2831",,,Coach,,,False
"Byron Bay Interchange",248149,-28.644828,153.612473,10106001,,"Byron Bay Interchange, Butler St, Byron Bay NSW 2481","Toilets | Wheelchair accessible toilet | Kiss and ride stopping area | Taxi rank | Bike racks | Baby change table | Commuter car park","This location is Independent Access | Platform edge tactiles","Coach, Bus, Taxi",,,False
"Cabarita Wharf",21371,-33.84096251,151.1164853,10102031,,"Cabarita Rd, Cabarita NSW 2137","Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Wharf edge tactiles","Bus, Ferry",,,False
"Cabramatta Station",216620,-33.89486655,150.9388206,10101287,"02 9765 1644","Railway Pde, Cabramatta NSW 2166","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Camellia Station",214210,-33.81873435,151.0243009,10101222,"02 9848 9212","Grand Ave, Camellia NSW 2142","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible payphone","This location is Not Accessible | Level crossing | PA system for announcements",Train,,,False
"Campbelltown Station",256020,-34.06383549,150.813929,10101296,"02 4629 0721","Hurley St, Campbelltown NSW 2560","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike lockers | Bike shed | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,True
"Campsie Station",219410,-33.91048116,151.1026308,10101396,"02 9563 7440","Beamish St, Campsie NSW 2194","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Canberra Airport",3353,-35.307605,149.189465,10167989,,"Terminal Ave, Majura ACT 2609",,"This location is Independent Access |",Coach,,,False
"Canberra Calvary Hospital Bruce",4803,-35.252561,149.086931,10160157,,"Haydon Dr opp Mary Potter Cct, Bruce ACT 2617",,,Coach,,,False
"Canberra Civic Coach Stop",26011,-35.278997,149.127618,10150073,,"Canberra House, West Row, Canberra ACT 2601",,,"Coach, Bus",,,False
"Canberra Hospital Coach Stop",26051,-35.34638,149.101761,10150327,,"Bateson Rd before Palmer St, Garran ACT 2605",,,"Coach, Bus",,,False
"Canberra John James Hospital Coach Stop",26001,-35.318475,149.095764,10150034,,"Strickland Cres, Deakin ACT 2600",,,"Coach, Bus",,,False
"Canberra Station",26041,-35.319272,149.149396,10155022,"13 22 32","Burke Cres, Kingston ACT 2604","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point | Payphone | Departure indicator screen","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles","Train, Regional coach, Taxi",,,False
"Canberra University",4801,-35.24116474,149.081254,10160618,,"Bimbimbie St after Corinda St, Bruce ACT 2617",,,Coach,,,False
"Canley Vale Station",216610,-33.88679793,150.943987,10101286,"02 9765 1102","Railway Pde, Canley Vale NSW 2166","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.30-10am,3.00-7pm,False
"Canowindra Coach Stop",28041,-33.56361,148.65979,10150114,,"Museum Memorial Park, Blatchford St, Canowindra NSW 2804",,,Coach,,,False
"Canterbury Station",219320,-33.91167214,151.1182133,10101395,"02 9563 7678","Canterbury Rd, Canterbury NSW 2193","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.30-10am,3.00-7pm,False
"Capertee Coach Stop",28461,-33.146391,149.984257,10150313,,"Castlereagh Hwy opp Glen Davis Rd, Capertee NSW 2846",,,Coach,,,False
"Capitol Square Light Rail",2000200,-33.87975438,151.2056556,10101442,,"Hay St, Haymarket NSW 2000","Emergency help point | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | PA system for announcements | Platform edge tactiles","Light rail",6.30-10am,3.00-7pm,False
"Carcoar Coach Stop",27911,-33.611524,149.140096,10150014,,"Icely St opp South Belubula St, Carcoar NSW 2791",,,Coach,,,False
"Cardiff Station",228520,-32.94182388,151.6629801,10101157,"02 4962 9437","Main Rd, Cardiff NSW 2285","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Caringbah Station",222910,-34.04161039,151.1227476,10101349,"02 9522 1249","The Kingsway, Caringbah NSW 2229","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Bike shed | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
